job_title,company_name,description,payscale,location,job_type,company_type,date_posted,parent_source,active
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Birmingham, AL",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Des Moines, IA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Newark, NJ",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Anchorage, AK",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Honolulu, HI",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Los Angeles, CA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"New Orleans, LA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Minneapolis, MN",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Hartford, CT",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Omaha, NE",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Los Angeles, CA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Los Angeles, CA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Virginia Beach, VA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Kansas City, MO",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Albuquerque, NM",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Oklahoma City, OK",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Las Vegas, NV",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Portland, OR",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Milwaukee, WI",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Louisville, KY",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Denver, CO",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Seattle, WA",Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,Boston,Part time,,Yesterday,,True
Mental Health Campus Advocate @ Harvard Innovation Lab VIP Incubated Mental Health Non-Profit Startup,[],"['As a\xa0Mental Health Campus Advocate, you will perch atop a transformative organization and have the chance to join us on our journey seeking to transform mental health on US Campuses.', 'Keep up to date with upcoming opportunities at Ignite by following us ', ' or ']",Best In Industry,"Baltimore, MD",Part time,,Yesterday,,True
